Category,System Name,System Code,Description,Features Count,Applications Count,Advantages Count,Specs Count,Materials,Page
Pallet Conveyor,XT Pallet System,XT,Connecting bracket kit with set screws XLCJ A65,0,0,0,1,"Aluminium, Aluminium",131
Pallet Conveyor,XT Pallet System,XT,For the Connecting bracket hole pattern,0,0,0,1,"Plastic, Plastic",132
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,133
Pallet Conveyor,XT Pallet System,XT,"Slide rails X65, hardened steel",0,0,0,0,Steel,133
Pallet Conveyor,XK Pallet System,XK,Drive and idler units – introduction,0,0,0,0,,135
Pallet Conveyor,XT Pallet System,XT,Drive and idler units – introduction,0,0,0,1,,135
Pallet Conveyor,XK Pallet System,XK,"End drive units X65 Type M, direct drive, no",0,0,0,0,,137
Pallet Conveyor,XT Pallet System,XT,"End drive units X65 Type M, direct drive, no",0,0,0,2,,137
Pallet Conveyor,XK Pallet System,XK,"End drive units X65, suspended, slip clutch",0,0,0,0,,139
Pallet Conveyor,XT Pallet System,XT,"End drive units X65, suspended, slip clutch",0,0,0,2,,139
Pallet Conveyor,XK Pallet System,XK,"Intermediate drive units X65, direct drive",0,0,0,0,,141
Pallet Conveyor,XT Pallet System,XT,"Intermediate drive units X65, direct drive",0,0,0,4,,141
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,143
Pallet Conveyor,XT Pallet System,XT,,0,0,0,0,,143
Pallet Conveyor,XT Pallet System,XT,Single roller (1) or Double roller (2),0,1,0,0,,144
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,145
Pallet Conveyor,XT Pallet System,XT,,0,0,0,0,,145
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,147
Pallet Conveyor,XT Pallet System,XT,Wheel cover for Wheel bend with no return chain,0,0,0,1,,147
Pallet Conveyor,XK Pallet System,XK,Support rail for plain bends X65,0,0,0,0,,149
Pallet Conveyor,XT Pallet System,XT,Support rail for plain bends X65,0,1,0,1,,149
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,151
Pallet Conveyor,XT Pallet System,XT,,0,0,0,1,,151
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,153
Pallet Conveyor,XT Pallet System,XT,,0,0,0,0,,153
Pallet Conveyor,XK Pallet System,XK,Pallet system with standard modules and RFID,0,0,0,0,,155
Pallet Conveyor,XT Pallet System,XT,Pallet system with standard modules and RFID ................145,0,0,0,0,,155
Pallet Conveyor,XK Pallet System,XK,Pallet system with standard modules and RFID,0,1,0,1,,156
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,157
Pallet Conveyor,XT Pallet System,XT,The X65 pallet can be adapted to specific requirements,0,0,0,0,,157
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,159
Pallet Conveyor,XT Pallet System,XT,"Guide disc, with plastic plate (Rear)*",0,0,0,0,"Plastic, Plastic",159
Pallet Conveyor,XK Pallet System,XK,Guide rails for pallets – introduction,0,0,0,0,,161
Pallet Conveyor,XT Pallet System,XT,Guide rails for pallets – introduction,0,0,0,0,Aluminium,161
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,163
Pallet Conveyor,XT Pallet System,XT,Locating modules are components for positioning pallets,0,0,0,0,,163
Pallet Conveyor,XK Pallet System,XK,Diverting and merging modules – introduction,0,0,0,0,,165
Pallet Conveyor,XT Pallet System,XT,Diverting and merging modules – introduction,0,0,0,0,,165
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,167
Pallet Conveyor,XT Pallet System,XT,"Figure shows type L (divert to left, merge from left)",0,1,0,0,,167
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,169
Pallet Conveyor,XT Pallet System,XT,,0,0,0,0,,169
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,171
Pallet Conveyor,XT Pallet System,XT,System information...........................................................161,0,0,0,0,,171
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,173
Pallet Conveyor,XT Pallet System,XT,"The conveyor chain is designed for smooth running, min­",0,2,0,1,,173
Pallet Conveyor,XK Pallet System,XK,"*Link kit contains 10 links, 10 pivots, 10 steel pins",0,5,0,4,Steel,174
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,175
Pallet Conveyor,XT Pallet System,XT,,0,0,0,2,,175
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,177
Pallet Conveyor,XT Pallet System,XT,Accessories for use with steel chain 5056849,0,1,0,0,"Steel, Plastic, Plastic",177
Pallet Conveyor,XT Pallet System,XT,slide rail in the inner part of,0,0,0,0,,178
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,179
Pallet Conveyor,XT Pallet System,XT,,0,0,0,2,,179
Pallet Conveyor,XK Pallet System,XK,,0,0,0,2,Plastic,180
Pallet Conveyor,XT Pallet System,XT,Aluminium rivets for anchoring of slide rail,0,0,0,1,"Aluminium, Aluminium, Plastic",180
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,181
Pallet Conveyor,XT Pallet System,XT,Plastic screws for anchoring of slide rail,0,1,0,1,"Plastic, Plastic",181
Pallet Conveyor,XK Pallet System,XK,Drive and idler units – introduction,0,0,0,0,,183
Pallet Conveyor,XT Pallet System,XT,Drive and idler units – introduction,0,0,0,1,,183
Pallet Conveyor,XK Pallet System,XK,,0,0,0,1,,185
Pallet Conveyor,XT Pallet System,XT,"End drive unit M, direct drive, no slip clutch",0,0,0,4,,185
Pallet Conveyor,XK Pallet System,XK,"Wheel bend drive unit, max 200 N",0,0,0,1,,187
Pallet Conveyor,XT Pallet System,XT,"Wheel bend drive unit, max 200 N",0,0,0,3,,187
Pallet Conveyor,XK Pallet System,XK,"Intermediate drive unit H, max 875 N",0,0,0,1,,189
Pallet Conveyor,XT Pallet System,XT,"Intermediate drive unit H, max 875 N",0,0,0,3,,189
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,191
Pallet Conveyor,XT Pallet System,XT,X-bends include a special arrangement for connecting,0,1,0,0,,191
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,193
Pallet Conveyor,XT Pallet System,XT,,0,0,0,0,,193
Pallet Conveyor,XT Pallet System,XT,Single roller (1) or Double roller (2),0,1,0,0,,194
Pallet Conveyor,XK Pallet System,XK,"Bridge kit, compact/medium to beam",0,0,0,0,,195
Pallet Conveyor,XT Pallet System,XT,"Bridge kit, compact/medium to beam",0,1,0,0,,195
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,197
Pallet Conveyor,XT Pallet System,XT,"Wheel cover for X65/XL, XT, X85, XH",0,0,0,0,,197
Pallet Conveyor,XT Pallet System,XT,"R300: 0,90 m 1-way (1,75 m 2-way)",0,0,0,0,,198
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,199
Pallet Conveyor,XT Pallet System,XT,,0,0,0,1,,199
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,201
Pallet Conveyor,XT Pallet System,XT,,0,0,0,1,,201
Pallet Conveyor,XK Pallet System,XK,Pallet system with standard modules and RFID,0,0,0,0,,203
Pallet Conveyor,XT Pallet System,XT,Pallet system with standard modules and RFID ................193,0,0,0,0,,203
Pallet Conveyor,XK Pallet System,XK,Pallet system with standard modules and RFID,0,0,0,0,,204
Pallet Conveyor,XT Pallet System,XT,Pallet system X85 includes pallets in four sizes. A pallet,0,1,0,1,"Aluminium, Plastic",204
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,205
Pallet Conveyor,XT Pallet System,XT,The X85 pallet system includes pallets that can be,0,0,0,0,,205
Pallet Conveyor,XT Pallet System,XT,IFM read on the fly at speeds up to 30 m/min,1,0,0,5,,206
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,207
Pallet Conveyor,XT Pallet System,XT,"Low friction pallet, lubricated (Suffix LL)",0,0,0,0,,207
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,209
Pallet Conveyor,XT Pallet System,XT,,0,0,0,2,,209
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,211
Pallet Conveyor,XT Pallet System,XT,,0,0,0,2,,211
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,213
Pallet Conveyor,XT Pallet System,XT,The RFID tag can be read reliably at speeds up to,0,0,0,0,Plastic,213
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,215
Pallet Conveyor,XT Pallet System,XT,Connecting strips for guide rail,0,0,0,0,,215
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,217
Pallet Conveyor,XT Pallet System,XT,Locating modules are components for positioning pallets,0,0,0,0,,217
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,219
Pallet Conveyor,XT Pallet System,XT,The tunnel locating module is similar to the basic locating,0,0,0,1,,219
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,221
Pallet Conveyor,XT Pallet System,XT,Figure shows type L (divert to left),0,1,0,0,,221
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,223
Pallet Conveyor,XT Pallet System,XT,Pneumatic pallet stops are used to stop pallets at,0,1,0,1,,223
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,225
Pallet Conveyor,XT Pallet System,XT,Bridge 5111108 can only be used with plain chain. It can­,0,1,0,0,,225
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,227
Pallet Conveyor,XT Pallet System,XT,System information...........................................................217,0,0,0,0,,227
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,229
Pallet Conveyor,XT Pallet System,XT,,0,0,0,1,,229
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,231
Pallet Conveyor,XT Pallet System,XT,Connecting strip with set screws,0,0,0,0,,231
Pallet Conveyor,XT Pallet System,XT,Extra slide rail in plain bends must be anchored using,0,0,0,2,"Aluminium, Aluminium, Plastic, Plastic, Plastic, Plastic",232
Pallet Conveyor,XK Pallet System,XK,Rivet crimping pliers for X65-X85-XH-,0,0,0,1,,232
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,233
Pallet Conveyor,XT Pallet System,XT,Rivet crimping clamp for X65-X85-XH-,0,0,0,1,Steel,233
Pallet Conveyor,XT Pallet System,XT,Drive units with motors must be specified using the web-,0,0,0,1,,234
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,235
Pallet Conveyor,XT Pallet System,XT,"End drive units XH, direct drive with slip clutch",0,0,0,1,,235
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,237
Pallet Conveyor,XT Pallet System,XT,,0,0,0,1,,237
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,239
Pallet Conveyor,XT Pallet System,XT,Bridges can not be used with cleated chain.,0,1,0,0,,239
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,241
Pallet Conveyor,XT Pallet System,XT,"Wheel cover for X65/XL, XT, X85, XH",0,0,0,0,,241
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,243
Pallet Conveyor,XT Pallet System,XT,"Effective track length: 0,20 m 1-way (0,40 m 2-way)",0,0,0,0,,243
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,245
Pallet Conveyor,XT Pallet System,XT,,0,0,0,1,,245
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,247
Pallet Conveyor,XT Pallet System,XT,System information...........................................................237,0,0,0,0,,247
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,249
Pallet Conveyor,XT Pallet System,XT,,0,0,0,0,,249
Pallet Conveyor,XK Pallet System,XK,,0,0,0,1,"Plastic, Plastic, Steel, Steel",250
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,251
Pallet Conveyor,XT Pallet System,XT,Connecting strip with set screws,0,0,0,0,,251
Pallet Conveyor,XK Pallet System,XK,Extra slide rail in plain bends must be anchored using,0,0,0,4,"Aluminium, Aluminium, Plastic",252
Pallet Conveyor,XT Pallet System,XT,Extra slide rail in plain bends must be anchored using,0,0,0,4,"Aluminium, Aluminium, Plastic",252
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,Steel,253
Pallet Conveyor,XT Pallet System,XT,Straight slide rails for XK beams – hardened steel,0,0,0,1,"Steel, Steel, Steel",253
Pallet Conveyor,XK Pallet System,XK,"Slide rails, hardened steel XK (continued)",0,1,0,0,"Steel, Steel",254
Pallet Conveyor,XT Pallet System,XT,Rivets for anchoring the slide rails,0,1,0,0,,254
Pallet Conveyor,XK Pallet System,XK,Drive and idler units – introduction,0,0,0,0,,255
Pallet Conveyor,XT Pallet System,XT,Drive and idler units – introduction,0,0,0,0,,255
Pallet Conveyor,XK Pallet System,XK,"End drive unit, suspended motor, slip clutch",0,1,0,3,,256
Pallet Conveyor,XK Pallet System,XK,"End drive units XK, direct drive with slip clutch",0,0,0,0,,257
Pallet Conveyor,XT Pallet System,XT,"End drive units XK, direct drive with slip clutch",0,0,0,1,,257
Pallet Conveyor,XK Pallet System,XK,Catenary drive units XK (continued),0,1,0,3,,258
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,259
Pallet Conveyor,XT Pallet System,XT,X-bends must have a special arrangement for connecting,0,0,0,0,,259
Pallet Conveyor,XK Pallet System,XK,Protective cover for idler end unit,0,0,0,0,,260
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,261
Pallet Conveyor,XT Pallet System,XT,(Including one pair of Wheel cover,0,0,0,0,,261
Pallet Conveyor,XK Pallet System,XK,"R500: 0,95 m 1-way (1,85 m 2-way)",0,0,0,0,,262
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,263
Pallet Conveyor,XT Pallet System,XT,"Effective track length: 1,00 m 1-way (1,95 m 2-way)",0,0,0,0,,263
Pallet Conveyor,XK Pallet System,XK,Includes connecting strip with screws,0,0,0,1,,264
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,265
Pallet Conveyor,XT Pallet System,XT,,0,0,0,1,,265
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,266
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,267
Pallet Conveyor,XT Pallet System,XT,System information...........................................................257,0,0,0,0,,267
Pallet Conveyor,XK Pallet System,XK,Pallet 200×150 with RFID socket,0,0,0,2,"Aluminium, Aluminium",268
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,269
Pallet Conveyor,XT Pallet System,XT,Damped guide disc XKPG D105 A is particularly useful:,0,1,0,1,,269
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,270
Pallet Conveyor,XK Pallet System,XK,"Pallets XKPP 200×150 A, XKPP 250×225 A",0,0,0,0,,271
Pallet Conveyor,XT Pallet System,XT,"Pallets XKPP 200×150 A, XKPP 250×225 A",0,0,0,0,,271
Pallet Conveyor,XK Pallet System,XK,Pallet XKPP 300×300 A + guide discs XKPG,0,0,0,0,,272
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,273
Pallet Conveyor,XT Pallet System,XT,,0,1,0,1,,273
Pallet Conveyor,XK Pallet System,XK,Straight guide rail with drip catcher,0,1,0,1,,274
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,275
Pallet Conveyor,XT Pallet System,XT,Guide rail bracket for XK pallets,0,0,0,0,,275
Pallet Conveyor,XK Pallet System,XK,"(A) = located, (B) = non-located.",0,3,0,4,"Aluminium, Steel",276
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,277
Pallet Conveyor,XT Pallet System,XT,The proximity switch (not supplied by FlexLink) must,0,0,0,1,Steel,277
Pallet Conveyor,XK Pallet System,XK,group of pallets (product weight + pallet weight) that the,0,3,0,2,"Aluminium, Steel, Stainless Steel",278
Pallet Conveyor,XK Pallet System,XK,Diverting and Merging modules – introduction,0,0,0,0,,279
Pallet Conveyor,XT Pallet System,XT,Diverting and Merging modules – introduction,0,2,0,0,,279
Pallet Conveyor,XK Pallet System,XK,Figure shows type L (divert to left),0,2,0,0,,280
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,281
Pallet Conveyor,XT Pallet System,XT,"Figure shows type L (divert to left, merge from left)",0,1,0,0,,281
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,283
Pallet Conveyor,XT Pallet System,XT,System information...........................................................273,0,0,0,0,,283
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,285
Pallet Conveyor,XT Pallet System,XT,See the Chain guide for a selection of other chains.,0,0,0,0,,285
Pallet Conveyor,XK Pallet System,XK,Beam components X180 (continued),0,0,0,0,,287
Pallet Conveyor,XT Pallet System,XT,Beam components X180 (continued),0,0,0,1,,287
Pallet Conveyor,XK Pallet System,XK,Mounting tool for slide rail (X85),0,0,0,2,"Aluminium, Aluminium, Plastic, Plastic, Plastic, Plastic",288
Pallet Conveyor,XT Pallet System,XT,Extra slide rail in plain bends must be anchored using plastic,0,0,0,2,"Aluminium, Aluminium, Plastic, Plastic, Plastic, Plastic",288
Pallet Conveyor,XK Pallet System,XK,Drive and idler units – introduction,0,0,0,0,,289
Pallet Conveyor,XT Pallet System,XT,Drive and idler units – introduction,0,0,0,0,,289
Pallet Conveyor,XK Pallet System,XK,"End drive units X180, direct drive, slip",0,0,0,0,,291
Pallet Conveyor,XT Pallet System,XT,"End drive units X180, direct drive, slip",0,0,0,1,,291
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,293
Pallet Conveyor,XT Pallet System,XT,Bridges can not be used with cleated chain.,0,1,0,0,,293
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,295
Pallet Conveyor,XT Pallet System,XT,"Effective track length: 0,50 m (top+bottom)",0,0,0,1,,295
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,297
Pallet Conveyor,XT Pallet System,XT,System information...........................................................287,0,0,0,0,,297
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,299
Pallet Conveyor,XT Pallet System,XT,See the Chain guide for a selection of other chains.,0,0,0,0,,299
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,301
Pallet Conveyor,XT Pallet System,XT,Connecting strip with set screws,0,0,0,0,,301
Pallet Conveyor,XT Pallet System,XT,See mounting instruction “Anchoring slide rail using,0,0,0,1,Plastic,302
Pallet Conveyor,XK Pallet System,XK,Rivet crimping pliers for X65-X85-XH-,0,0,0,1,,302
Pallet Conveyor,XK Pallet System,XK,Drive and idler units – introduction,0,0,0,0,,303
Pallet Conveyor,XT Pallet System,XT,Drive and idler units – introduction,0,0,0,0,,303
Pallet Conveyor,XK Pallet System,XK,"End drive units X300, direct drive, slip",0,0,0,0,,305
Pallet Conveyor,XT Pallet System,XT,"End drive units X300, direct drive, slip",0,0,0,0,,305
Pallet Conveyor,XT Pallet System,XT,Single roller (1) or Double roller (2) XBNG A300,0,1,0,0,,306
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,307
Pallet Conveyor,XT Pallet System,XT,,0,0,0,1,,307
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,309
Pallet Conveyor,XT Pallet System,XT,QuickGuide........................................................................300,0,0,0,0,,309
Pallet Conveyor,XK Pallet System,XK,Track width calculations QuickGuide,0,0,0,0,,311
Pallet Conveyor,XT Pallet System,XT,Track width calculations QuickGuide,0,1,0,0,,311
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,312
Pallet Conveyor,XK Pallet System,XK,Examples basic guide rail system,0,0,0,0,,313
Pallet Conveyor,XT Pallet System,XT,Examples basic guide rail system,0,0,0,0,Aluminium,313
Pallet Conveyor,XK Pallet System,XK,Configuration examples (continued),0,0,0,0,,315
Pallet Conveyor,XT Pallet System,XT,Configuration examples (continued),0,0,0,1,,315
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,317
Pallet Conveyor,XT Pallet System,XT,,0,0,0,4,"Steel, Steel, Steel, Stainless Steel",317
Pallet Conveyor,XK Pallet System,XK,,0,0,0,1,,319
Pallet Conveyor,XT Pallet System,XT,,0,0,0,3,,319
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,321
Pallet Conveyor,XT Pallet System,XT,,0,0,0,2,,321
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,323
Pallet Conveyor,XT Pallet System,XT,Spacer beam for guide rail bracket support,0,0,0,2,,323
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,325
Pallet Conveyor,XT Pallet System,XT,Guide discs are used in place of conventional guide rail,0,1,0,0,,325
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,326
Pallet Conveyor,XK Pallet System,XK,Fixed guide rail brackets (continued),0,0,0,0,,327
Pallet Conveyor,XT Pallet System,XT,Fixed guide rail brackets (continued),0,0,0,2,Aluminium,327
Pallet Conveyor,XK Pallet System,XK,"Adjustable guide rail bracket, aluminium (XS, X65)",0,0,0,0,Aluminium,328
Pallet Conveyor,XK Pallet System,XK,"Adjustable guide rail brackets, aluminium (continued)",0,0,0,0,Aluminium,329
Pallet Conveyor,XT Pallet System,XT,"Adjustable guide rail brackets, aluminium (continued)",0,1,0,0,"Aluminium, Aluminium, Aluminium",329
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,330
Pallet Conveyor,XK Pallet System,XK,"Bracket support components, polyamide (continued)",0,0,0,0,,331
Pallet Conveyor,XT Pallet System,XT,"Bracket support components, polyamide (continued)",0,1,0,0,,331
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,333
Pallet Conveyor,XT Pallet System,XT,Spacer beam for guide rail bracket support,0,0,0,2,,333
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,335
Pallet Conveyor,XT Pallet System,XT,"Guide rail support tube, aluminium",0,0,0,2,"Aluminium, Aluminium",335
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,337
Pallet Conveyor,XT Pallet System,XT,"Guide rail cover XLRT 3x23, XLRT 3x23E",0,0,0,0,,337
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,339
Pallet Conveyor,XT Pallet System,XT,,0,0,0,3,,339
Pallet Conveyor,XT Pallet System,XT,guide rails in and out by means of a rotating threaded,0,0,0,6,,340
Pallet Conveyor,XK Pallet System,XK,Guide rail system for easy adjustment of track width (continued),0,0,0,0,,341
Pallet Conveyor,XT Pallet System,XT,Guide rail system for easy adjustment of track width (continued),0,0,0,0,,341
Pallet Conveyor,XT Pallet System,XT,Adapter for fitting cross connectors or guide rail clamps,0,0,0,1,,342
Pallet Conveyor,XK Pallet System,XK,Automatic guiding system components (continued),0,0,0,0,,343
Pallet Conveyor,XT Pallet System,XT,Automatic guiding system components (continued),0,1,0,0,,343
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,345
Pallet Conveyor,XT Pallet System,XT,"Beams, brackets and feet ..................................................335",0,0,0,0,,345
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,347
Pallet Conveyor,XT Pallet System,XT,The following table lists suitable beams for conveyor sup­,0,0,0,1,,347
Pallet Conveyor,XK Pallet System,XK,,0,0,0,2,,348
Pallet Conveyor,XK Pallet System,XK,,0,0,0,1,,349
Pallet Conveyor,XT Pallet System,XT,,0,0,0,4,,349
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,351
Pallet Conveyor,XT Pallet System,XT,,0,0,0,0,Aluminium,351
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,353
Pallet Conveyor,XT Pallet System,XT,"End plate for beam 64×64, M12 thread",0,0,0,0,,353
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,355
Pallet Conveyor,XT Pallet System,XT,"Beam support bracket – aluminium, for 44 mm vertical",0,0,0,2,Aluminium,355
Pallet Conveyor,XK Pallet System,XK,For 88 mm vertical support beam,0,1,0,3,,356
Pallet Conveyor,XK Pallet System,XK,Beam support brackets Type CS (continued),0,0,0,0,,357
Pallet Conveyor,XT Pallet System,XT,Beam support brackets Type CS (continued),0,0,0,0,,357
Pallet Conveyor,XT Pallet System,XT,For 44 mm vertical support beam,0,0,0,2,,358
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,359
Pallet Conveyor,XT Pallet System,XT,Introduction ......................................................................349,1,0,0,0,,359
Pallet Conveyor,XT Pallet System,XT,Divert/merge devices are used for routing products by,1,1,0,1,,360
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,361
Pallet Conveyor,XT Pallet System,XT,XTC is a twin track conveyor system specially designed,0,2,0,1,,361
Pallet Conveyor,XT Pallet System,XT,"Pitch 12,7 mm. Only for straight-run­",0,0,0,1,,362
Pallet Conveyor,XT Pallet System,XT,,0,0,0,0,,363
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,363
Pallet Conveyor,XT Pallet System,XT,Drill fixture for conveyor beam,0,1,0,1,Aluminium,364
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,365
Pallet Conveyor,XT Pallet System,XT,The following figures show the slide rail options applica­,0,0,0,0,,365
Pallet Conveyor,XT Pallet System,XT,The XTC system includes direct driven units without slip,0,0,0,1,,366
Pallet Conveyor,XK Pallet System,XK,"Left and right drive unit, with pallet guiding",0,0,0,0,,367
Pallet Conveyor,XT Pallet System,XT,"Left and right drive unit, with pallet guiding",0,0,0,2,,367
Pallet Conveyor,XK Pallet System,XK,"Left and right drive unit, with pallet guiding",0,0,0,0,,369
Pallet Conveyor,XT Pallet System,XT,"Left and right drive unit, with pallet guiding",0,1,0,1,,369
Pallet Conveyor,XK Pallet System,XK,"Mid drive unit, without pallet guiding",0,0,0,0,,371
Pallet Conveyor,XT Pallet System,XT,"Mid drive unit, without pallet guiding",0,1,0,1,,371
Pallet Conveyor,XT Pallet System,XT,"Connecting kit, end-to-side/end-to-end",0,0,0,0,,372
Pallet Conveyor,XT Pallet System,XT,,0,0,0,0,,373
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,373
Pallet Conveyor,XT Pallet System,XT,,0,0,0,0,,374
Pallet Conveyor,XT Pallet System,XT,,0,0,0,0,,375
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,375
Pallet Conveyor,XT Pallet System,XT,,0,0,0,0,,377
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,377
Pallet Conveyor,XT Pallet System,XT,"Mounting: ISO 4762 M6x 10 St 8.8 (2), XFAN 6 (2),",0,0,0,0,"Steel, Stainless Steel",378
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,379
Pallet Conveyor,XT Pallet System,XT,The XT twin track conveyor system is designed to handle,0,1,0,0,,379
Pallet Conveyor,XT Pallet System,XT,*Use with conductive slide rail.,0,1,0,1,Steel,380
Pallet Conveyor,XT Pallet System,XT,,0,0,0,0,,381
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,381
Pallet Conveyor,XT Pallet System,XT,"Tools and accessories, 44×44 beam",0,1,0,3,Steel,382
Pallet Conveyor,XK Pallet System,XK,"Tools and accessories, 44×44 beam (continued)",0,0,0,0,,383
Pallet Conveyor,XT Pallet System,XT,"Tools and accessories, 44×44 beam (continued)",0,0,0,0,,383
Pallet Conveyor,XT Pallet System,XT,The XT system includes direct driven units without slip,0,0,0,2,,384
Pallet Conveyor,XT Pallet System,XT,"End drive units XT, direct drive, no slip clutch",0,0,0,0,,385
Pallet Conveyor,XK Pallet System,XK,"End drive units XT, direct drive, no slip clutch",0,0,0,0,,385
Pallet Conveyor,XT Pallet System,XT,"End drive unit, configured item*",0,0,0,3,,386
Pallet Conveyor,XT Pallet System,XT,"End drive units XT, Mid drive, Heavy",0,0,0,0,,387
Pallet Conveyor,XK Pallet System,XK,"End drive units XT, Mid drive, Heavy",0,0,0,0,,387
Pallet Conveyor,XT Pallet System,XT,Two idler units must be ordered for a conveyor with,0,1,0,1,,388
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,389
Pallet Conveyor,XT Pallet System,XT,"Connecting kit, end-to-side/side-to-end",0,0,0,0,,389
